ventaFolio,estado,fecha,severidad
46,Venta en revisión,2026-01-20 14:09,ADVERTENCIA
46,Venta aprobada,2026-01-20 14:14,EXITO
46,Venta en solicitud de enrolamiento,2026-01-20 14:58,ADVERTENCIA
46,Código de enrolamiento generado,2026-01-20 15:05,EXITO
46,Equipo enrolado,2026-01-20 16:58,EXITO
46,Equipo desbloqueado,2026-01-20 16:58,EXITO
46,Contrato generado  pendiente de firma,2026-01-20 16:58,INFORMACION
46,Contrato firmado,2026-01-20 17:36,EXITO
46,Venta por cerrar,2026-01-20 17:39,ADVERTENCIA
46,Venta cerrada,2026-01-20 17:39,INFORMACION
46,Pago de anticipo registrado,2026-01-20 17:39,EXITO
46,Equipo desbloqueado,2026-01-20 17:39,EXITO
46,Pago registrado,2026-01-26 18:58,EXITO
46,Equipo desbloqueado,2026-01-26 18:58,EXITO
46,Pago registrado,2026-02-02 14:09,EXITO
46,Equipo desbloqueado,2026-02-02 14:09,EXITO
46,Pago registrado,2026-02-08 18:44,EXITO
46,Equipo desbloqueado,2026-02-08 18:44,EXITO
46,Pago registrado,2026-02-15 16:21,EXITO
46,Equipo desbloqueado,2026-02-15 16:21,EXITO
46,Pago registrado,2026-02-23 18:54,EXITO
46,Equipo desbloqueado,2026-02-23 18:54,EXITO
46,Pago registrado,2026-03-03 17:55,EXITO
46,Equipo desbloqueado,2026-03-03 17:55,EXITO
46,Pago registrado,2026-03-16 15:49,EXITO
46,Equipo desbloqueado,2026-03-16 15:49,EXITO
46,Pago registrado,2026-03-24 18:47,EXITO
46,Equipo desbloqueado,2026-03-24 18:47,EXITO
46,Pago registrado,2026-03-31 17:06,EXITO
46,Equipo desbloqueado,2026-03-31 17:06,EXITO
46,Extensión de pago solicitada,2026-04-07 20:22,ADVERTENCIA
46,Extensión de pago solicitada,2026-04-07 20:22,ADVERTENCIA
46,Extensión de pago aprobada,2026-04-07 20:24,EXITO
46,Equipo desbloqueado,2026-04-07 20:24,EXITO
46,Pago registrado,2026-04-13 09:27,EXITO
46,Equipo desbloqueado,2026-04-13 09:27,EXITO
46,Pago registrado,2026-04-22 11:30,EXITO
46,Equipo desbloqueado,2026-04-22 11:30,EXITO
46,Pago registrado,2026-05-03 09:30,EXITO
46,Equipo desbloqueado,2026-05-03 09:30,EXITO
46,Pago registrado,2026-05-11 22:57,EXITO
46,Equipo desbloqueado,2026-05-11 22:57,EXITO
46,Pago registrado,2026-05-18 17:06,EXITO
46,Equipo desbloqueado,2026-05-18 17:06,EXITO
46,Pago registrado,2026-05-25 11:37,EXITO
46,Equipo desbloqueado,2026-05-25 11:37,EXITO
46,Pago registrado,2026-06-01 17:49,EXITO
46,Equipo desbloqueado,2026-06-01 17:49,EXITO
48,Venta registrada,2026-01-23 20:50,EXITO
48,Financiamiento capturado,2026-01-23 20:50,EXITO
59,Venta publicada,2026-01-24 18:45,EXITO
59,Venta en revisión,2026-01-24 18:51,ADVERTENCIA
59,La dirección del cliente ha sido rechazada,2026-01-24 18:54,ERROR
59,Venta aprobada,2026-01-24 19:09,EXITO
59,Venta en solicitud de enrolamiento,2026-01-24 19:13,ADVERTENCIA
59,Código de enrolamiento generado,2026-01-24 19:18,EXITO
59,Equipo enrolado,2026-01-24 19:39,EXITO
59,Equipo desbloqueado,2026-01-24 19:39,EXITO
59,Contrato generado  pendiente de firma,2026-01-24 19:39,INFORMACION
59,Contrato firmado,2026-01-24 19:44,EXITO
59,Venta por cerrar,2026-01-24 19:45,ADVERTENCIA
59,Venta cerrada,2026-01-24 19:46,INFORMACION
59,Pago de anticipo registrado,2026-01-24 19:46,EXITO
59,Equipo desbloqueado,2026-01-24 19:46,EXITO
59,Extensión de pago solicitada,2026-02-03 14:57,ADVERTENCIA
59,Extensión de pago aprobada,2026-02-03 14:58,EXITO
59,Equipo desbloqueado,2026-02-03 14:58,EXITO
59,Pago registrado,2026-02-03 19:01,EXITO
59,Equipo desbloqueado,2026-02-03 19:01,EXITO
59,Pago registrado,2026-02-05 21:09,EXITO
59,Equipo desbloqueado,2026-02-05 21:09,EXITO
59,Pago registrado,2026-02-13 21:24,EXITO
59,Equipo desbloqueado,2026-02-13 21:24,EXITO
59,Pago registrado,2026-02-28 15:09,EXITO
59,Equipo desbloqueado,2026-02-28 15:09,EXITO
59,Pago registrado,2026-03-24 11:51,EXITO
59,Equipo desbloqueado,2026-03-24 11:51,EXITO
59,Pago registrado,2026-04-17 10:46,EXITO
59,Equipo desbloqueado,2026-04-17 10:46,EXITO
61,Venta publicada,2026-01-24 20:21,EXITO
61,Venta en revisión,2026-01-24 20:22,ADVERTENCIA
61,La dirección del cliente ha sido rechazada,2026-01-24 20:25,ERROR
61,Venta aprobada,2026-01-24 20:30,EXITO
61,Venta en solicitud de enrolamiento,2026-01-24 20:32,ADVERTENCIA
61,Código de enrolamiento generado,2026-01-24 20:33,EXITO
61,Equipo enrolado,2026-01-24 21:42,EXITO
61,Equipo desbloqueado,2026-01-24 21:42,EXITO
61,Contrato generado  pendiente de firma,2026-01-24 21:42,INFORMACION
61,Contrato firmado,2026-01-24 21:47,EXITO
61,Venta por cerrar,2026-01-24 21:50,ADVERTENCIA
61,Venta cerrada,2026-01-24 21:50,INFORMACION
61,Pago de anticipo registrado,2026-01-24 21:50,EXITO
61,Equipo desbloqueado,2026-01-24 21:50,EXITO
61,Pago registrado,2026-01-31 15:17,EXITO
61,Equipo desbloqueado,2026-01-31 15:17,EXITO
61,Pago registrado,2026-02-07 14:28,EXITO
61,Equipo desbloqueado,2026-02-07 14:28,EXITO
61,Pago registrado,2026-02-14 17:09,EXITO
61,Equipo desbloqueado,2026-02-14 17:09,EXITO
61,Pago registrado,2026-02-22 15:26,EXITO
61,Equipo desbloqueado,2026-02-22 15:26,EXITO
61,Pago registrado,2026-03-01 15:17,EXITO
61,Equipo desbloqueado,2026-03-01 15:17,EXITO
61,Pago registrado,2026-03-08 16:16,EXITO
61,Equipo desbloqueado,2026-03-08 16:16,EXITO
61,Pago registrado,2026-03-15 14:19,EXITO
61,Equipo desbloqueado,2026-03-15 14:19,EXITO
61,Pago registrado,2026-03-22 14:08,EXITO
61,Equipo desbloqueado,2026-03-22 14:08,EXITO
61,Pago registrado,2026-03-29 10:47,EXITO
61,Equipo desbloqueado,2026-03-29 10:47,EXITO
61,Pago registrado,2026-04-04 17:42,EXITO
61,Equipo desbloqueado,2026-04-04 17:42,EXITO
61,Pago registrado,2026-04-11 15:04,EXITO
61,Equipo desbloqueado,2026-04-11 15:04,EXITO
61,Pago registrado,2026-04-19 20:13,EXITO
61,Equipo desbloqueado,2026-04-19 20:13,EXITO
61,Pago registrado,2026-04-30 17:48,EXITO
61,Equipo desbloqueado,2026-04-30 17:48,EXITO
61,Pago registrado,2026-05-02 16:59,EXITO
61,Equipo desbloqueado,2026-05-02 16:59,EXITO
61,Pago registrado,2026-05-10 12:51,EXITO
61,Equipo desbloqueado,2026-05-10 12:51,EXITO
64,Venta registrada,2026-01-25 01:29,EXITO
64,Financiamiento capturado,2026-01-25 01:29,EXITO
66,Venta registrada,2026-01-25 01:29,EXITO
66,Financiamiento capturado,2026-01-25 01:29,EXITO
69,Venta registrada,2026-01-25 01:30,EXITO
69,Financiamiento capturado,2026-01-25 01:30,EXITO
71,Venta registrada,2026-01-25 01:30,EXITO
71,Financiamiento capturado,2026-01-25 01:30,EXITO
71,Pago registrado,2026-01-29 19:40,EXITO
71,No se pudo desbloquear el dispositivo,2026-01-29 19:40,ERROR
72,Venta registrada,2026-01-25 01:31,EXITO
72,Financiamiento capturado,2026-01-25 01:31,EXITO
74,Venta registrada,2026-01-25 01:31,EXITO
74,Financiamiento capturado,2026-01-25 01:31,EXITO
76,Venta registrada,2026-01-25 01:32,EXITO
76,Financiamiento capturado,2026-01-25 01:32,EXITO
77,Venta registrada,2026-01-25 01:33,EXITO
77,Financiamiento capturado,2026-01-25 01:33,EXITO
80,Venta registrada,2026-01-25 01:34,EXITO
80,Financiamiento capturado,2026-01-25 01:34,EXITO
81,Venta registrada,2026-01-25 01:34,EXITO
81,Financiamiento capturado,2026-01-25 01:34,EXITO
89,Venta registrada,2026-01-25 01:36,EXITO
89,Financiamiento capturado,2026-01-25 01:36,EXITO
90,Venta registrada,2026-01-25 01:36,EXITO
90,Financiamiento capturado,2026-01-25 01:36,EXITO
90,Pago registrado,2026-01-25 19:58,EXITO
90,Equipo desbloqueado,2026-01-25 19:58,EXITO
91,Venta registrada,2026-01-25 01:36,EXITO
91,Financiamiento capturado,2026-01-25 01:36,EXITO
93,Venta registrada,2026-01-25 01:37,EXITO
93,Financiamiento capturado,2026-01-25 01:37,EXITO
96,Venta registrada,2026-01-25 01:37,EXITO
96,Financiamiento capturado,2026-01-25 01:37,EXITO
97,Venta registrada,2026-01-25 01:38,EXITO
97,Financiamiento capturado,2026-01-25 01:38,EXITO
100,Venta registrada,2026-01-25 01:38,EXITO
100,Financiamiento capturado,2026-01-25 01:38,EXITO
103,Venta registrada,2026-01-25 01:38,EXITO
103,Financiamiento capturado,2026-01-25 01:38,EXITO
104,Venta registrada,2026-01-25 01:39,EXITO
104,Financiamiento capturado,2026-01-25 01:39,EXITO
105,Venta registrada,2026-01-25 01:39,EXITO
105,Financiamiento capturado,2026-01-25 01:39,EXITO
109,Venta registrada,2026-01-25 01:39,EXITO
109,Financiamiento capturado,2026-01-25 01:39,EXITO
111,Venta registrada,2026-01-25 01:39,EXITO
111,Financiamiento capturado,2026-01-25 01:39,EXITO
113,Venta registrada,2026-01-25 01:40,EXITO
113,Financiamiento capturado,2026-01-25 01:40,EXITO
115,Venta registrada,2026-01-25 01:40,EXITO
115,Financiamiento capturado,2026-01-25 01:40,EXITO
116,Venta registrada,2026-01-25 01:40,EXITO
116,Financiamiento capturado,2026-01-25 01:40,EXITO
123,Venta registrada,2026-01-25 01:41,EXITO
123,Financiamiento capturado,2026-01-25 01:41,EXITO
124,Venta registrada,2026-01-25 01:41,EXITO
124,Financiamiento capturado,2026-01-25 01:41,EXITO
125,Venta registrada,2026-01-25 01:41,EXITO
125,Financiamiento capturado,2026-01-25 01:41,EXITO
126,Venta registrada,2026-01-25 01:41,EXITO
126,Financiamiento capturado,2026-01-25 01:41,EXITO
128,Venta registrada,2026-01-25 01:42,EXITO
128,Financiamiento capturado,2026-01-25 01:42,EXITO
130,Venta registrada,2026-01-25 01:42,EXITO
130,Financiamiento capturado,2026-01-25 01:42,EXITO
131,Venta registrada,2026-01-25 01:42,EXITO
131,Financiamiento capturado,2026-01-25 01:42,EXITO
132,Venta registrada,2026-01-25 01:42,EXITO
132,Financiamiento capturado,2026-01-25 01:42,EXITO
133,Venta registrada,2026-01-25 01:42,EXITO
133,Financiamiento capturado,2026-01-25 01:42,EXITO
140,Venta registrada,2026-01-25 01:43,EXITO
140,Financiamiento capturado,2026-01-25 01:43,EXITO
141,Venta registrada,2026-01-25 01:43,EXITO
141,Financiamiento capturado,2026-01-25 01:43,EXITO
142,Venta registrada,2026-01-25 01:43,EXITO
142,Financiamiento capturado,2026-01-25 01:43,EXITO
143,Venta registrada,2026-01-25 01:43,EXITO
143,Financiamiento capturado,2026-01-25 01:43,EXITO
145,Venta registrada,2026-01-25 01:44,EXITO
145,Financiamiento capturado,2026-01-25 01:44,EXITO
147,Venta registrada,2026-01-25 01:44,EXITO
147,Financiamiento capturado,2026-01-25 01:44,EXITO
148,Venta registrada,2026-01-25 01:44,EXITO
148,Financiamiento capturado,2026-01-25 01:44,EXITO
149,Venta registrada,2026-01-25 01:44,EXITO
149,Financiamiento capturado,2026-01-25 01:44,EXITO
150,Venta registrada,2026-01-25 01:44,EXITO
150,Financiamiento capturado,2026-01-25 01:44,EXITO
151,Venta registrada,2026-01-25 01:45,EXITO
151,Financiamiento capturado,2026-01-25 01:45,EXITO
154,Venta registrada,2026-01-25 01:45,EXITO
154,Financiamiento capturado,2026-01-25 01:45,EXITO
155,Venta registrada,2026-01-25 01:45,EXITO
155,Financiamiento capturado,2026-01-25 01:45,EXITO
156,Venta registrada,2026-01-25 01:45,EXITO
156,Financiamiento capturado,2026-01-25 01:45,EXITO
159,Venta registrada,2026-01-25 01:46,EXITO
159,Financiamiento capturado,2026-01-25 01:46,EXITO
162,Venta registrada,2026-01-25 01:46,EXITO
162,Financiamiento capturado,2026-01-25 01:46,EXITO
163,Venta registrada,2026-01-25 01:46,EXITO
163,Financiamiento capturado,2026-01-25 01:46,EXITO
164,Venta registrada,2026-01-25 01:46,EXITO
164,Financiamiento capturado,2026-01-25 01:46,EXITO
167,Venta registrada,2026-01-25 01:47,EXITO
167,Financiamiento capturado,2026-01-25 01:47,EXITO
168,Venta registrada,2026-01-25 01:47,EXITO
168,Financiamiento capturado,2026-01-25 01:47,EXITO
169,Venta registrada,2026-01-25 01:47,EXITO
169,Financiamiento capturado,2026-01-25 01:47,EXITO
170,Venta registrada,2026-01-25 01:47,EXITO
170,Financiamiento capturado,2026-01-25 01:47,EXITO
171,Venta registrada,2026-01-25 01:48,EXITO
171,Financiamiento capturado,2026-01-25 01:48,EXITO
172,Venta registrada,2026-01-25 01:48,EXITO
172,Financiamiento capturado,2026-01-25 01:48,EXITO
173,Venta registrada,2026-01-25 01:48,EXITO
173,Financiamiento capturado,2026-01-25 01:48,EXITO
174,Venta registrada,2026-01-25 01:48,EXITO
174,Financiamiento capturado,2026-01-25 01:48,EXITO
175,Venta registrada,2026-01-25 01:48,EXITO
175,Financiamiento capturado,2026-01-25 01:48,EXITO
176,Venta registrada,2026-01-25 01:48,EXITO
176,Financiamiento capturado,2026-01-25 01:48,EXITO
179,Venta registrada,2026-01-25 01:49,EXITO
179,Financiamiento capturado,2026-01-25 01:49,EXITO
180,Venta registrada,2026-01-25 01:49,EXITO
180,Financiamiento capturado,2026-01-25 01:49,EXITO
181,Venta registrada,2026-01-25 01:49,EXITO
181,Financiamiento capturado,2026-01-25 01:49,EXITO
182,Venta registrada,2026-01-25 01:49,EXITO
182,Financiamiento capturado,2026-01-25 01:49,EXITO
183,Venta registrada,2026-01-25 01:50,EXITO
183,Financiamiento capturado,2026-01-25 01:50,EXITO
184,Venta registrada,2026-01-25 01:50,EXITO
184,Financiamiento capturado,2026-01-25 01:50,EXITO
185,Venta registrada,2026-01-25 01:50,EXITO
185,Financiamiento capturado,2026-01-25 01:50,EXITO
186,Venta registrada,2026-01-25 01:50,EXITO
186,Financiamiento capturado,2026-01-25 01:50,EXITO
187,Venta registrada,2026-01-25 01:50,EXITO
187,Financiamiento capturado,2026-01-25 01:50,EXITO
188,Venta registrada,2026-01-25 01:50,EXITO
188,Financiamiento capturado,2026-01-25 01:50,EXITO
189,Venta registrada,2026-01-25 01:50,EXITO
189,Financiamiento capturado,2026-01-25 01:50,EXITO
191,Venta registrada,2026-01-25 01:51,EXITO
191,Financiamiento capturado,2026-01-25 01:51,EXITO
192,Venta registrada,2026-01-25 01:51,EXITO
192,Financiamiento capturado,2026-01-25 01:51,EXITO
193,Venta registrada,2026-01-25 01:51,EXITO
193,Financiamiento capturado,2026-01-25 01:51,EXITO
194,Venta registrada,2026-01-25 01:51,EXITO
194,Financiamiento capturado,2026-01-25 01:51,EXITO
195,Venta registrada,2026-01-25 01:51,EXITO
195,Financiamiento capturado,2026-01-25 01:51,EXITO
197,Venta registrada,2026-01-25 01:51,EXITO
197,Financiamiento capturado,2026-01-25 01:51,EXITO
198,Venta registrada,2026-01-25 01:52,EXITO
198,Financiamiento capturado,2026-01-25 01:52,EXITO
199,Venta registrada,2026-01-25 01:52,EXITO
199,Financiamiento capturado,2026-01-25 01:52,EXITO
205,Venta registrada,2026-01-25 01:53,EXITO
205,Financiamiento capturado,2026-01-25 01:53,EXITO
207,Venta registrada,2026-01-25 01:53,EXITO
207,Financiamiento capturado,2026-01-25 01:53,EXITO
209,Venta registrada,2026-01-25 01:53,EXITO
209,Financiamiento capturado,2026-01-25 01:53,EXITO
212,Venta registrada,2026-01-25 01:54,EXITO
212,Financiamiento capturado,2026-01-25 01:54,EXITO
213,Venta registrada,2026-01-25 01:54,EXITO
213,Financiamiento capturado,2026-01-25 01:54,EXITO
214,Venta registrada,2026-01-25 01:55,EXITO
214,Financiamiento capturado,2026-01-25 01:55,EXITO
215,Venta registrada,2026-01-25 01:55,EXITO
215,Financiamiento capturado,2026-01-25 01:55,EXITO
216,Venta registrada,2026-01-25 01:55,EXITO
216,Financiamiento capturado,2026-01-25 01:55,EXITO
217,Venta registrada,2026-01-25 01:55,EXITO
217,Financiamiento capturado,2026-01-25 01:55,EXITO
219,Venta registrada,2026-01-25 01:56,EXITO
219,Financiamiento capturado,2026-01-25 01:56,EXITO
220,Venta registrada,2026-01-25 01:56,EXITO
220,Financiamiento capturado,2026-01-25 01:56,EXITO
221,Venta registrada,2026-01-25 01:56,EXITO
221,Financiamiento capturado,2026-01-25 01:56,EXITO
222,Venta registrada,2026-01-25 01:56,EXITO
222,Financiamiento capturado,2026-01-25 01:56,EXITO
223,Venta registrada,2026-01-25 01:56,EXITO
223,Financiamiento capturado,2026-01-25 01:56,EXITO
224,Venta registrada,2026-01-25 01:56,EXITO
224,Financiamiento capturado,2026-01-25 01:56,EXITO
228,Venta registrada,2026-01-25 01:57,EXITO
228,Financiamiento capturado,2026-01-25 01:57,EXITO
231,Venta registrada,2026-01-25 01:57,EXITO
231,Financiamiento capturado,2026-01-25 01:57,EXITO
233,Venta registrada,2026-01-25 01:57,EXITO
233,Financiamiento capturado,2026-01-25 01:57,EXITO
235,Venta registrada,2026-01-25 01:58,EXITO
235,Financiamiento capturado,2026-01-25 01:58,EXITO
238,Venta registrada,2026-01-25 01:58,EXITO
238,Financiamiento capturado,2026-01-25 01:58,EXITO
240,Venta registrada,2026-01-25 13:45,EXITO
240,Financiamiento capturado,2026-01-25 13:45,EXITO
241,Venta registrada,2026-01-25 13:45,EXITO
241,Financiamiento capturado,2026-01-25 13:45,EXITO
242,Venta registrada,2026-01-25 13:45,EXITO
242,Financiamiento capturado,2026-01-25 13:45,EXITO
243,Venta registrada,2026-01-25 13:46,EXITO
243,Financiamiento capturado,2026-01-25 13:46,EXITO
244,Venta registrada,2026-01-25 13:46,EXITO
244,Financiamiento capturado,2026-01-25 13:46,EXITO
246,Venta registrada,2026-01-25 13:46,EXITO
246,Financiamiento capturado,2026-01-25 13:46,EXITO
247,Venta registrada,2026-01-25 13:47,EXITO
247,Financiamiento capturado,2026-01-25 13:47,EXITO
254,Venta registrada,2026-01-25 13:48,EXITO
254,Financiamiento capturado,2026-01-25 13:48,EXITO
255,Venta registrada,2026-01-25 13:48,EXITO
255,Financiamiento capturado,2026-01-25 13:48,EXITO
258,Venta registrada,2026-01-25 13:49,EXITO
258,Financiamiento capturado,2026-01-25 13:49,EXITO
258,Extensión de pago solicitada,2026-01-28 18:41,ADVERTENCIA
258,Extensión de pago aprobada,2026-01-28 18:41,EXITO
258,Equipo desbloqueado,2026-01-28 18:41,EXITO
258,Pago registrado,2026-01-28 19:23,EXITO
258,Equipo desbloqueado,2026-01-28 19:23,EXITO
261,Venta registrada,2026-01-25 13:50,EXITO
261,Financiamiento capturado,2026-01-25 13:50,EXITO
261,Pago registrado,2026-02-01 15:48,EXITO
261,Equipo desbloqueado,2026-02-01 15:48,EXITO
262,Venta registrada,2026-01-25 13:50,EXITO
262,Financiamiento capturado,2026-01-25 13:50,EXITO
265,Venta registrada,2026-01-25 13:51,EXITO
265,Financiamiento capturado,2026-01-25 13:51,EXITO
270,Venta registrada,2026-01-25 13:52,EXITO
270,Financiamiento capturado,2026-01-25 13:52,EXITO
273,Venta registrada,2026-01-25 13:53,EXITO
273,Financiamiento capturado,2026-01-25 13:53,EXITO
274,Venta registrada,2026-01-25 13:53,EXITO
274,Financiamiento capturado,2026-01-25 13:53,EXITO
279,Venta registrada,2026-01-25 13:54,EXITO
279,Financiamiento capturado,2026-01-25 13:54,EXITO
280,Venta registrada,2026-01-25 13:54,EXITO
280,Financiamiento capturado,2026-01-25 13:54,EXITO
283,Venta registrada,2026-01-25 13:55,EXITO
283,Financiamiento capturado,2026-01-25 13:55,EXITO
286,Venta registrada,2026-01-25 13:56,EXITO
286,Financiamiento capturado,2026-01-25 13:56,EXITO
289,Venta registrada,2026-01-25 13:56,EXITO
289,Financiamiento capturado,2026-01-25 13:56,EXITO
290,Venta registrada,2026-01-25 13:57,EXITO
290,Financiamiento capturado,2026-01-25 13:57,EXITO
291,Venta registrada,2026-01-25 13:57,EXITO
291,Financiamiento capturado,2026-01-25 13:57,EXITO
293,Venta registrada,2026-01-25 13:57,EXITO
293,Financiamiento capturado,2026-01-25 13:57,EXITO
295,Venta registrada,2026-01-25 13:58,EXITO
295,Financiamiento capturado,2026-01-25 13:58,EXITO
296,Venta registrada,2026-01-25 13:58,EXITO
296,Financiamiento capturado,2026-01-25 13:58,EXITO
299,Venta registrada,2026-01-25 13:59,EXITO
299,Financiamiento capturado,2026-01-25 13:59,EXITO
300,Venta registrada,2026-01-25 13:59,EXITO
300,Financiamiento capturado,2026-01-25 13:59,EXITO
302,Venta registrada,2026-01-25 14:00,EXITO
302,Financiamiento capturado,2026-01-25 14:00,EXITO
303,Venta registrada,2026-01-25 14:00,EXITO
303,Financiamiento capturado,2026-01-25 14:00,EXITO
304,Venta registrada,2026-01-25 14:00,EXITO
304,Financiamiento capturado,2026-01-25 14:00,EXITO
305,Venta registrada,2026-01-25 15:36,EXITO
305,Financiamiento capturado,2026-01-25 15:36,EXITO
306,Venta registrada,2026-01-25 15:36,EXITO
306,Financiamiento capturado,2026-01-25 15:36,EXITO
307,Venta registrada,2026-01-25 15:36,EXITO
307,Financiamiento capturado,2026-01-25 15:36,EXITO
309,Venta registrada,2026-01-25 15:37,EXITO
309,Financiamiento capturado,2026-01-25 15:37,EXITO
311,Venta registrada,2026-01-25 15:37,EXITO
311,Financiamiento capturado,2026-01-25 15:37,EXITO
312,Venta registrada,2026-01-25 15:37,EXITO
312,Financiamiento capturado,2026-01-25 15:37,EXITO
313,Venta registrada,2026-01-25 15:38,EXITO
313,Financiamiento capturado,2026-01-25 15:38,EXITO
314,Venta registrada,2026-01-25 15:38,EXITO
314,Financiamiento capturado,2026-01-25 15:38,EXITO
315,Venta registrada,2026-01-25 15:38,EXITO
315,Financiamiento capturado,2026-01-25 15:38,EXITO
319,Venta registrada,2026-01-25 15:38,EXITO
319,Financiamiento capturado,2026-01-25 15:38,EXITO
320,Venta registrada,2026-01-25 15:39,EXITO
320,Financiamiento capturado,2026-01-25 15:39,EXITO
321,Venta registrada,2026-01-25 15:39,EXITO
321,Financiamiento capturado,2026-01-25 15:39,EXITO
324,Venta registrada,2026-01-25 15:39,EXITO
324,Financiamiento capturado,2026-01-25 15:39,EXITO
325,Venta registrada,2026-01-25 15:40,EXITO
325,Financiamiento capturado,2026-01-25 15:40,EXITO
333,Venta registrada,2026-01-25 15:41,EXITO
333,Financiamiento capturado,2026-01-25 15:41,EXITO
334,Venta registrada,2026-01-25 18:35,EXITO
334,Financiamiento capturado,2026-01-25 18:35,EXITO
343,Venta registrada,2026-01-25 19:34,EXITO
343,Financiamiento capturado,2026-01-25 19:34,EXITO
348,Venta registrada,2026-01-25 19:34,EXITO
348,Financiamiento capturado,2026-01-25 19:34,EXITO
349,Venta registrada,2026-01-25 19:35,EXITO
349,Financiamiento capturado,2026-01-25 19:35,EXITO
353,Venta registrada,2026-01-25 19:35,EXITO
353,Financiamiento capturado,2026-01-25 19:35,EXITO
354,Venta registrada,2026-01-25 19:35,EXITO
354,Financiamiento capturado,2026-01-25 19:35,EXITO
355,Venta registrada,2026-01-25 19:36,EXITO
355,Financiamiento capturado,2026-01-25 19:36,EXITO
356,Venta registrada,2026-01-25 19:36,EXITO
356,Financiamiento capturado,2026-01-25 19:36,EXITO
361,Venta registrada,2026-01-25 19:37,EXITO
361,Financiamiento capturado,2026-01-25 19:37,EXITO
362,Venta registrada,2026-01-25 19:37,EXITO
362,Financiamiento capturado,2026-01-25 19:37,EXITO
364,Venta registrada,2026-01-25 19:37,EXITO
364,Financiamiento capturado,2026-01-25 19:37,EXITO
365,Venta registrada,2026-01-25 19:37,EXITO
365,Financiamiento capturado,2026-01-25 19:37,EXITO
368,Venta registrada,2026-01-25 19:38,EXITO
368,Financiamiento capturado,2026-01-25 19:38,EXITO
369,Venta registrada,2026-01-25 19:38,EXITO
369,Financiamiento capturado,2026-01-25 19:38,EXITO
372,Venta registrada,2026-01-25 19:38,EXITO
372,Financiamiento capturado,2026-01-25 19:38,EXITO
375,Venta registrada,2026-01-25 19:39,EXITO
375,Financiamiento capturado,2026-01-25 19:39,EXITO
378,Venta registrada,2026-01-25 19:39,EXITO
378,Financiamiento capturado,2026-01-25 19:39,EXITO
379,Venta registrada,2026-01-25 19:40,EXITO
379,Financiamiento capturado,2026-01-25 19:40,EXITO
380,Venta registrada,2026-01-25 19:40,EXITO
380,Financiamiento capturado,2026-01-25 19:40,EXITO
382,Venta registrada,2026-01-25 19:40,EXITO
382,Financiamiento capturado,2026-01-25 19:40,EXITO
383,Venta registrada,2026-01-25 19:40,EXITO
383,Financiamiento capturado,2026-01-25 19:40,EXITO
384,Venta registrada,2026-01-25 19:40,EXITO
384,Financiamiento capturado,2026-01-25 19:40,EXITO
385,Venta registrada,2026-01-25 19:41,EXITO
385,Financiamiento capturado,2026-01-25 19:41,EXITO
386,Venta registrada,2026-01-25 19:41,EXITO
386,Financiamiento capturado,2026-01-25 19:41,EXITO
389,Venta registrada,2026-01-25 19:41,EXITO
389,Financiamiento capturado,2026-01-25 19:41,EXITO
390,Venta registrada,2026-01-25 19:41,EXITO
390,Financiamiento capturado,2026-01-25 19:41,EXITO
392,Venta registrada,2026-01-25 19:42,EXITO
392,Financiamiento capturado,2026-01-25 19:42,EXITO
394,Venta registrada,2026-01-25 19:42,EXITO
394,Financiamiento capturado,2026-01-25 19:42,EXITO
395,Venta registrada,2026-01-25 19:42,EXITO
395,Financiamiento capturado,2026-01-25 19:42,EXITO
396,Venta registrada,2026-01-25 19:43,EXITO
396,Financiamiento capturado,2026-01-25 19:43,EXITO
397,Venta registrada,2026-01-25 19:43,EXITO
397,Financiamiento capturado,2026-01-25 19:43,EXITO
399,Venta registrada,2026-01-25 19:43,EXITO
399,Financiamiento capturado,2026-01-25 19:43,EXITO
400,Venta registrada,2026-01-25 19:43,EXITO
400,Financiamiento capturado,2026-01-25 19:43,EXITO
401,Venta registrada,2026-01-25 19:44,EXITO
401,Financiamiento capturado,2026-01-25 19:44,EXITO
403,Venta registrada,2026-01-25 19:44,EXITO
403,Financiamiento capturado,2026-01-25 19:44,EXITO
404,Venta registrada,2026-01-25 19:44,EXITO
404,Financiamiento capturado,2026-01-25 19:44,EXITO
405,Venta registrada,2026-01-25 19:44,EXITO
405,Financiamiento capturado,2026-01-25 19:44,EXITO
406,Venta registrada,2026-01-25 19:45,EXITO
406,Financiamiento capturado,2026-01-25 19:45,EXITO
407,Venta registrada,2026-01-25 19:45,EXITO
407,Financiamiento capturado,2026-01-25 19:45,EXITO
408,Venta registrada,2026-01-25 19:45,EXITO
408,Financiamiento capturado,2026-01-25 19:45,EXITO
409,Venta registrada,2026-01-25 19:45,EXITO
409,Financiamiento capturado,2026-01-25 19:45,EXITO
414,Venta registrada,2026-01-25 19:46,EXITO
414,Financiamiento capturado,2026-01-25 19:46,EXITO
417,Venta registrada,2026-01-25 19:47,EXITO
417,Financiamiento capturado,2026-01-25 19:47,EXITO
418,Venta registrada,2026-01-25 19:47,EXITO
418,Financiamiento capturado,2026-01-25 19:47,EXITO
419,Venta registrada,2026-01-25 19:47,EXITO
419,Financiamiento capturado,2026-01-25 19:47,EXITO
420,Venta registrada,2026-01-25 19:47,EXITO
420,Financiamiento capturado,2026-01-25 19:47,EXITO
